hospital_id,city,symptom,predicted_disease,specialization,consultation_fee,estimated_meds_cost,total_estimated_cost,wait_time_mins,hospital_rating,doctor_exp_years,languages,distance_km,insurance_accepted,match_score
HOSP_0858,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,2476,2726,49,3.8,28,"English, Tamil",1.1,0,96
HOSP_0859,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,1740,1940,75,4.9,28,"English, Kannada",11.5,1,92
HOSP_0860,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,3010,3810,82,4.5,13,"English, Hindi, Telugu",22.4,1,97
HOSP_0861,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,2330,3130,74,5.0,22,"English, Hindi, Telugu",8.4,0,81
HOSP_0862,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,2391,2691,30,4.3,8,"English, Hindi",20.9,0,98
HOSP_0863,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2672,3472,84,4.0,27,"English, Hindi",12.7,1,69
HOSP_0864,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1710,2510,73,4.0,4,"English, Hindi",11.3,1,91
HOSP_0865,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2595,2845,83,4.9,9,"English, Hindi, Telugu",8.8,1,77
HOSP_0866,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3312,3512,86,4.1,6,"English, Telugu",24.3,1,97
HOSP_0867,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,3244,3494,18,3.9,28,"English, Hindi",23.3,0,80
HOSP_0868,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1410,1660,76,4.0,12,"English, Kannada",18.8,1,85
HOSP_0869,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,827,1127,17,4.6,20,"English, Hindi",16.2,1,80
HOSP_0870,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,2550,3550,47,4.8,23,"English, Kannada",20.8,0,84
HOSP_0871,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,574,824,34,5.0,12,"English, Hindi, Telugu",1.6,1,97
HOSP_0872,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,686,1186,65,4.4,26,"English, Kannada",21.5,1,96
HOSP_0873,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2758,2958,59,3.8,28,"English, Tamil",16.0,1,90
HOSP_0874,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,2691,2991,86,3.6,8,"English, Kannada",1.4,1,79
HOSP_0875,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2927,3927,57,4.9,22,"English, Hindi",17.0,1,68
HOSP_0876,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,572,872,58,4.5,10,"English, Telugu",20.7,1,71
HOSP_0877,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,742,1542,32,5.0,3,"English, Tamil",20.4,1,84
HOSP_0878,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,989,1289,47,4.9,27,"English, Hindi",5.7,1,84
HOSP_0879,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,2491,3291,31,4.9,29,"English, Hindi",5.1,1,71
HOSP_0880,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,2380,2680,64,4.1,11,"English, Hindi",10.4,1,86
HOSP_0881,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,3427,3627,60,5.0,16,"English, Tamil",1.6,1,82
HOSP_0882,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2820,3070,30,3.6,25,"English, Hindi, Telugu",4.5,1,82
HOSP_0883,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2271,2471,16,4.7,20,"English, Hindi, Telugu",22.3,1,67
HOSP_0884,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,2607,2807,55,4.5,9,"English, Hindi, Telugu",7.8,1,65
HOSP_0885,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,3181,3981,24,4.8,17,"English, Hindi, Telugu",19.4,1,67
HOSP_0886,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,453,953,24,4.6,7,"English, Hindi, Telugu",7.0,0,62
HOSP_0887,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,841,1141,89,3.8,8,"English, Hindi",14.5,1,90
HOSP_0888,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,442,942,55,4.2,15,"English, Telugu",22.5,1,72
HOSP_0889,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1913,2713,28,4.5,9,"English, Kannada",8.8,1,89
HOSP_0890,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,1376,1576,74,3.9,12,"English, Hindi, Telugu",4.0,1,61
HOSP_0891,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,1629,2429,33,3.8,24,"English, Hindi, Telugu",23.2,1,70
HOSP_0892,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,2454,2754,74,4.3,6,"English, Tamil",0.5,0,75
HOSP_0893,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1894,2144,33,4.5,16,"English, Kannada",4.5,1,91
HOSP_0894,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,1092,1342,75,4.0,3,"English, Kannada",4.4,1,87
HOSP_0895,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2521,3321,75,4.4,20,"English, Kannada",0.9,1,72
HOSP_0896,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1892,2692,85,4.4,24,"English, Tamil",3.0,1,88
HOSP_0897,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1061,1861,49,3.5,21,"English, Hindi, Telugu",20.2,0,72
HOSP_0898,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,527,1527,39,4.5,17,"English, Tamil",21.4,1,80
HOSP_0899,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,1704,2004,74,4.9,12,"English, Tamil",23.4,1,87
HOSP_0900,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,780,1780,30,4.7,7,"English, Hindi",16.9,1,64
HOSP_0901,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,1671,2171,44,4.3,29,"English, Tamil",6.4,1,77
HOSP_0902,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1382,2182,16,4.9,13,"English, Tamil",16.0,0,93
HOSP_0903,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,2318,3118,49,3.8,14,"English, Hindi",10.1,1,79
HOSP_0904,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,2849,3349,52,4.3,17,"English, Hindi",5.6,0,76
HOSP_0905,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,1573,1873,27,3.6,4,"English, Hindi, Telugu",15.6,0,75
HOSP_0906,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1999,2799,55,4.0,11,"English, Kannada",7.7,1,61
HOSP_0907,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1555,2355,70,4.4,8,"English, Kannada",24.3,1,77
HOSP_0908,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,434,634,22,4.7,9,"English, Hindi",8.6,1,74
HOSP_0909,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,3265,3765,18,4.1,8,"English, Telugu",11.7,1,87
HOSP_0910,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,3278,4078,30,4.1,20,"English, Hindi, Telugu",10.3,1,86
HOSP_0911,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,2849,3649,49,4.8,8,"English, Hindi",10.3,1,94
HOSP_0912,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,1662,1962,69,4.6,14,"English, Hindi",24.8,1,84
HOSP_0913,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,3409,3709,25,4.3,3,"English, Hindi",15.4,1,85
HOSP_0914,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2079,2879,85,4.6,24,"English, Kannada",8.2,1,62
HOSP_0915,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,1056,1356,54,3.8,16,"English, Kannada",19.3,1,74
HOSP_0916,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,426,726,43,5.0,17,"English, Telugu",16.4,1,76
HOSP_0917,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,457,1257,58,4.6,25,"English, Tamil",7.3,0,66
HOSP_0918,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,942,1942,80,4.8,9,"English, Tamil",1.4,0,88
HOSP_0919,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,1963,2463,58,3.5,28,"English, Tamil",22.4,0,89
HOSP_0920,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,598,848,21,3.7,27,"English, Hindi",19.1,1,74
HOSP_0921,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,2438,2738,41,3.8,22,"English, Telugu",8.4,0,67
HOSP_0922,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3273,3473,35,3.9,4,"English, Telugu",3.4,1,75
HOSP_0923,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,2845,3045,39,4.6,12,"English, Tamil",2.8,0,82
HOSP_0924,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,2861,3661,45,3.6,27,"English, Kannada",21.2,1,67
HOSP_0925,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,1973,2973,35,3.8,25,"English, Tamil",8.7,1,93
HOSP_0926,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2472,3272,86,4.7,13,"English, Kannada",16.2,1,88
HOSP_0927,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,793,1593,17,3.9,17,"English, Telugu",13.6,1,60
HOSP_0928,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,2106,2356,47,3.7,17,"English, Tamil",12.1,1,78
HOSP_0929,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2348,2848,65,4.0,6,"English, Hindi, Telugu",12.3,1,82
HOSP_0930,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,474,974,35,4.9,11,"English, Telugu",12.3,1,76
HOSP_0931,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,3446,3696,48,4.6,4,"English, Hindi, Telugu",8.6,1,93
HOSP_0932,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,1082,1332,56,4.2,25,"English, Tamil",4.0,1,95
HOSP_0933,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,396,696,84,3.6,6,"English, Hindi, Telugu",11.4,1,65
HOSP_0934,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1070,1870,66,4.1,3,"English, Kannada",20.5,0,73
HOSP_0935,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1991,2491,85,4.9,27,"English, Telugu",5.3,1,73
HOSP_0936,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,2389,2689,36,4.0,4,"English, Hindi",6.4,1,84
HOSP_0937,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,896,1696,25,5.0,6,"English, Hindi",8.8,1,85
HOSP_0938,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1677,2177,23,4.4,8,"English, Hindi, Telugu",12.1,1,81
HOSP_0939,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2600,3100,23,4.5,29,"English, Telugu",21.9,1,69
HOSP_0940,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,753,1003,77,4.0,29,"English, Hindi",6.4,1,63
HOSP_0941,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,3470,3970,88,4.8,8,"English, Tamil",17.1,1,78
HOSP_0942,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,1916,2116,61,3.6,24,"English, Tamil",3.2,0,60
HOSP_0943,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,581,831,33,3.9,27,"English, Hindi",6.3,1,80
HOSP_0944,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,534,734,24,3.9,3,"English, Hindi",23.4,1,69
HOSP_0945,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,1629,1829,51,3.7,28,"English, Hindi",9.1,1,72
HOSP_0946,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,1190,2190,49,4.9,7,"English, Hindi, Telugu",10.5,1,76
HOSP_0947,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,1357,1557,24,4.7,9,"English, Hindi, Telugu",22.5,1,79
HOSP_0948,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,1050,1300,26,4.6,28,"English, Hindi, Telugu",5.2,1,94
HOSP_0949,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,2884,3184,73,3.7,24,"English, Tamil",13.4,1,80
HOSP_0950,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2603,3403,46,3.9,7,"English, Kannada",1.7,1,83
HOSP_0951,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2913,3913,29,4.5,7,"English, Hindi, Telugu",15.0,0,82
HOSP_0952,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,2057,2557,32,3.8,6,"English, Hindi",24.9,1,76
HOSP_0953,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2506,3506,73,4.6,18,"English, Kannada",8.3,1,71
HOSP_0954,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,1505,1705,89,3.6,12,"English, Hindi, Telugu",13.3,1,78
HOSP_0955,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2700,3500,48,4.0,11,"English, Tamil",8.6,1,70
HOSP_0956,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,1061,1861,56,3.6,23,"English, Telugu",11.2,1,83
HOSP_0957,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2087,2887,26,4.7,10,"English, Telugu",5.6,1,68
HOSP_0958,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,961,1161,52,5.0,18,"English, Tamil",13.0,1,77
HOSP_0959,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,445,695,81,4.1,25,"English, Tamil",21.7,1,86
HOSP_0960,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,681,881,38,3.8,16,"English, Hindi, Telugu",2.1,0,75
HOSP_0961,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,339,839,76,3.8,7,"English, Hindi, Telugu",11.1,1,63
HOSP_0962,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2688,2938,71,4.4,18,"English, Kannada",3.6,1,85
HOSP_0963,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,407,1407,86,4.2,14,"English, Hindi, Telugu",20.8,1,68
HOSP_0964,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,3499,3999,84,4.0,11,"English, Hindi, Telugu",12.0,1,83
HOSP_0965,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,720,1720,18,4.6,8,"English, Hindi",19.9,1,81
HOSP_0966,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,607,1407,44,4.4,20,"English, Tamil",12.0,1,70
HOSP_0967,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,2877,3177,59,4.4,25,"English, Kannada",20.8,1,81
HOSP_0968,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,1604,2404,65,4.9,15,"English, Tamil",18.8,1,95
HOSP_0969,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1760,2560,68,4.9,15,"English, Hindi, Telugu",13.7,1,65
HOSP_0970,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2306,2556,52,4.3,6,"English, Tamil",24.9,1,86
HOSP_0971,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,2346,2846,22,4.4,18,"English, Hindi",4.2,1,73
HOSP_0972,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,934,1934,72,4.0,21,"English, Tamil",24.7,1,60
HOSP_0973,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2358,3358,67,3.6,10,"English, Kannada",6.5,1,86
HOSP_0974,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,2118,3118,59,4.5,27,"English, Telugu",4.9,1,73
HOSP_0975,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,1706,1906,69,4.9,26,"English, Hindi",5.3,0,75
HOSP_0976,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2058,2858,54,3.9,25,"English, Tamil",23.9,1,86
HOSP_0977,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,2647,2847,32,3.6,22,"English, Hindi, Telugu",22.7,1,89
HOSP_0978,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,3365,3565,61,4.1,15,"English, Hindi, Telugu",3.2,1,95
HOSP_0979,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2192,2692,85,4.6,11,"English, Telugu",4.9,0,99
HOSP_0980,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2729,3529,41,3.9,4,"English, Kannada",11.0,1,60
HOSP_0981,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,606,1106,68,4.9,24,"English, Hindi, Telugu",17.4,1,76
HOSP_0982,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2755,3755,65,4.5,26,"English, Telugu",1.7,1,80
HOSP_0983,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,2672,3172,65,4.2,25,"English, Hindi, Telugu",16.7,1,67
HOSP_0984,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2880,3380,45,4.4,27,"English, Hindi, Telugu",10.1,1,96
HOSP_0985,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,616,1116,28,4.8,22,"English, Telugu",22.0,1,64
HOSP_0986,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,2897,3397,66,4.7,25,"English, Kannada",3.3,0,88
HOSP_0987,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2618,3618,28,5.0,18,"English, Telugu",15.0,1,88
HOSP_0988,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,618,1118,87,4.5,26,"English, Kannada",12.4,1,63
HOSP_0989,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,2602,2902,55,4.1,6,"English, Telugu",7.4,0,65
HOSP_0990,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2967,3217,83,3.9,28,"English, Telugu",19.3,0,90
HOSP_0991,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,3476,3726,83,4.3,5,"English, Tamil",4.1,1,83
HOSP_0992,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2086,2886,89,4.3,11,"English, Hindi",13.3,1,85
HOSP_0993,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2114,2364,44,3.7,14,"English, Hindi",10.5,1,69
HOSP_0994,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,2272,3072,15,4.4,21,"English, Kannada",19.1,1,60
HOSP_0995,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,1764,2264,17,4.8,22,"English, Kannada",15.3,1,85
HOSP_0996,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2764,3014,52,4.1,16,"English, Tamil",20.3,0,69
HOSP_0997,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,410,710,38,4.1,7,"English, Kannada",7.0,1,93
HOSP_0998,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2919,3119,26,4.5,14,"English, Tamil",24.0,1,93
HOSP_0999,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,431,1231,78,4.8,28,"English, Telugu",22.1,1,65
HOSP_1000,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,2590,3390,22,4.9,5,"English, Hindi, Telugu",4.8,1,78
HOSP_1001,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,474,724,18,4.3,5,"English, Telugu",15.1,1,78
HOSP_1002,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,632,1132,57,3.8,17,"English, Hindi",8.8,1,63
HOSP_1003,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2700,2950,58,3.5,3,"English, Kannada",0.8,1,81
HOSP_1004,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,2802,3102,86,4.2,5,"English, Hindi",23.2,0,97
HOSP_1005,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,407,1407,51,4.9,17,"English, Tamil",18.2,0,93
HOSP_1006,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,1173,1473,33,4.8,3,"English, Kannada",17.4,0,84
HOSP_1007,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,3245,4045,45,4.6,14,"English, Kannada",18.2,1,83
HOSP_1008,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,312,612,86,4.7,10,"English, Kannada",10.0,0,87
HOSP_1009,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,819,1119,27,4.4,5,"English, Telugu",18.5,1,95
HOSP_1010,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,3108,3408,61,4.6,14,"English, Hindi, Telugu",5.3,1,87
HOSP_1011,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,1902,2152,50,4.1,27,"English, Hindi, Telugu",20.2,1,85
HOSP_1012,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1580,2380,51,3.7,16,"English, Hindi",4.7,1,98
HOSP_1013,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,2871,3871,78,4.9,23,"English, Telugu",3.2,1,73
HOSP_1014,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,1545,1795,66,4.0,23,"English, Hindi, Telugu",11.2,1,82
HOSP_1015,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,2656,2956,72,4.8,19,"English, Telugu",18.1,1,61
HOSP_1016,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,1836,2086,72,4.2,21,"English, Kannada",6.8,1,67
HOSP_1017,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,2480,3480,55,3.6,18,"English, Hindi, Telugu",15.3,1,73
HOSP_1018,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,3360,3560,50,4.0,18,"English, Tamil",6.3,1,65
HOSP_1019,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,3176,3976,84,4.8,23,"English, Tamil",10.6,1,77
HOSP_1020,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,672,1472,44,4.7,11,"English, Kannada",7.8,1,84
HOSP_1021,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,1840,2090,33,4.3,27,"English, Hindi, Telugu",2.0,1,72
HOSP_1022,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2393,2893,22,3.8,21,"English, Kannada",3.1,1,85
HOSP_1023,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,825,1125,77,3.8,25,"English, Telugu",23.0,1,64
HOSP_1024,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1014,1314,73,4.7,17,"English, Hindi, Telugu",20.5,0,84
HOSP_1025,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2363,3363,58,4.5,8,"English, Kannada",11.0,1,63
HOSP_1026,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,2578,3078,23,4.3,10,"English, Hindi",2.3,0,61
HOSP_1027,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,1919,2219,64,4.4,29,"English, Hindi, Telugu",15.9,1,85
HOSP_1028,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,1457,2457,75,4.7,19,"English, Hindi, Telugu",14.5,1,90
